freq_1,freq_2,freq_A,freq_B,freq_C,freq_D,avg_pos_1,first_pos_1,last_pos_1,avg_pos_2,first_pos_2,last_pos_2,avg_pos_A,first_pos_A,last_pos_A,avg_pos_B,first_pos_B,last_pos_B,avg_pos_C,first_pos_C,last_pos_C,avg_pos_D,first_pos_D,last_pos_D,pattern_11,pattern_22,pattern_AA,pattern_BB,pattern_CC,pattern_DD,pattern_12,pattern_21,pattern_AB,pattern_BA,pattern_CD,pattern_DC,alternations,mean_run,max_run,min_run,std_run,p_dd,p_dl,p_ld,p_ll,digit_minus_letter,lz_complexity
5,2,4,4,1,4,11.8,8,16,8.0,3,13,11.25,2,17,8.25,1,19,10.0,10,10,6.75,0,18,1,0,0,1,0,1,1,1,0,1,0,0,8,1.1764705882352942,2.0,1.0,0.3812200410828153,0.15789473684210525,0.21052631578947367,0.21052631578947367,0.42105263157894735,-6,1
4,1,4,4,4,3,9.5,3,16,7.0,7,7,6.25,0,11,9.0,5,14,11.75,2,18,12.333333333333334,1,19,0,0,1,1,0,0,1,0,1,1,1,2,8,1.1111111111111112,2.0,1.0,0.3142696805273545,0.05263157894736842,0.21052631578947367,0.21052631578947367,0.5263157894736842,-10,2
3,1,3,3,5,5,11.0,2,16,0.0,0,0,11.666666666666666,10,14,12.0,7,17,7.8,1,18,9.4,4,19,1,0,1,0,1,1,0,0,1,0,2,0,5,1.3333333333333333,3.0,1.0,0.5962847939999438,0.05263157894736842,0.15789473684210525,0.10526315789473684,0.6842105263157895,-12,3
5,3,4,5,1,2,12.8,5,19,8.333333333333334,2,14,7.75,3,18,10.0,1,15,12.0,12,12,4.0,0,8,1,0,1,1,0,0,0,0,0,0,0,0,13,1.1764705882352942,2.0,1.0,0.3812200410828153,0.05263157894736842,0.3157894736842105,0.3684210526315789,0.2631578947368421,-4,2
3,3,6,1,3,4,9.666666666666666,2,15,7.0,0,17,11.666666666666666,3,19,10.0,10,10,8.0,1,14,9.0,5,13,0,0,1,0,0,0,0,0,0,0,0,1,11,1.0526315789473684,2.0,1.0,0.22329687826943606,0.0,0.3157894736842105,0.2631578947368421,0.42105263157894735,-8,1
4,1,1,3,5,6,6.5,3,11,9.0,9,9,0.0,0,0,11.666666666666666,6,16,10.4,2,18,11.333333333333334,1,19,1,0,0,0,0,0,1,0,0,0,1,3,6,1.0526315789473684,2.0,1.0,0.22329687826943603,0.10526315789473684,0.15789473684210525,0.15789473684210525,0.5789473684210527,-10,3
2,2,5,3,4,4,6.5,1,12,13.0,11,15,9.2,0,19,10.333333333333334,4,17,7.5,2,18,11.0,6,16,0,0,0,0,1,0,0,1,0,1,0,1,6,1.0526315789473684,2.0,1.0,0.22329687826943603,0.05263157894736842,0.15789473684210525,0.15789473684210525,0.631578947368421,-12,1
0,3,3,6,4,4,-1.0,-1,-1,11.666666666666666,4,19,8.0,6,10,9.833333333333334,0,18,6.0,2,14,12.0,7,17,0,0,0,1,1,0,0,0,1,0,1,0,5,1.1111111111111112,2.0,1.0,0.3142696805273545,0.0,0.10526315789473684,0.15789473684210525,0.7368421052631579,-14,2
7,1,3,5,3,1,11.428571428571429,4,18,8.0,8,8,6.666666666666667,1,17,9.2,3,19,8.0,0,14,12.0,12,12,2,0,1,1,0,0,0,1,1,0,0,0,10,1.25,2.0,1.0,0.4330127018922193,0.15789473684210525,0.2631578947368421,0.2631578947368421,0.3157894736842105,-4,2
3,3,4,3,4,3,11.666666666666666,2,17,10.0,3,19,2.5,0,5,11.666666666666666,7,15,11.5,9,14,11.333333333333334,6,18,1,0,2,0,1,0,1,0,0,0,1,1,7,1.25,2.0,1.0,0.4330127018922193,0.10526315789473684,0.15789473684210525,0.21052631578947367,0.5263157894736842,-8,1
2,4,5,5,2,2,14.0,10,18,10.0,3,17,9.6,2,19,8.8,4,13,14.5,14,15,0.5,0,1,0,0,1,2,1,1,1,2,1,1,0,0,6,1.3333333333333333,2.0,1.0,0.47140452079103173,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.5263157894736842,-8,3
2,4,3,2,2,7,5.0,3,7,6.5,1,11,9.666666666666666,6,15,9.0,5,13,7.0,0,14,13.285714285714286,2,19,0,1,0,0,0,2,1,0,0,1,0,0,8,1.25,4.0,1.0,0.75,0.10526315789473684,0.21052631578947367,0.21052631578947367,0.47368421052631576,-8,2
6,4,4,1,2,3,10.0,5,19,9.0,4,12,8.5,2,15,18.0,18,18,0.5,0,1,13.666666666666666,8,17,1,1,2,0,1,1,1,3,0,0,0,0,5,1.5384615384615385,3.0,1.0,0.6343239424027171,0.3684210526315789,0.10526315789473684,0.15789473684210525,0.3684210526315789,0,1
2,4,3,5,2,4,17.5,16,19,7.75,3,13,9.333333333333334,5,15,10.6,1,17,12.5,7,18,4.5,0,12,0,0,0,1,0,0,0,0,0,1,0,0,11,1.0526315789473684,2.0,1.0,0.22329687826943603,0.0,0.2631578947368421,0.3157894736842105,0.42105263157894735,-8,1
5,4,3,5,2,1,7.6,1,12,11.25,5,16,9.666666666666666,4,18,9.8,2,17,14.5,10,19,0.0,0,0,1,1,0,2,0,0,1,1,0,2,0,0,10,1.25,2.0,1.0,0.4330127018922193,0.21052631578947367,0.2631578947368421,0.2631578947368421,0.2631578947368421,-2,2
5,3,1,2,2,7,9.4,5,15,7.0,1,17,19.0,19,19,4.5,0,9,14.5,11,18,9.285714285714286,2,16,1,0,0,0,0,0,0,0,0,0,1,1,14,1.0526315789473684,2.0,1.0,0.22329687826943603,0.05263157894736842,0.3684210526315789,0.3684210526315789,0.21052631578947367,-4,2
6,2,3,4,2,3,9.333333333333334,1,19,10.5,3,18,12.0,9,14,6.25,0,12,14.0,11,17,8.0,4,15,1,0,1,1,0,1,1,1,0,1,0,0,9,1.25,2.0,1.0,0.4330127018922193,0.15789473684210525,0.21052631578947367,0.2631578947368421,0.3684210526315789,-4,1
3,5,2,2,4,4,10.0,2,15,9.2,5,14,3.5,3,4,9.5,9,10,12.25,1,19,9.75,0,17,0,1,1,1,1,1,1,2,0,0,0,2,8,1.3333333333333333,2.0,1.0,0.47140452079103173,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.3684210526315789,-4,3
2,4,1,3,5,5,14.0,10,18,6.75,1,12,13.0,13,13,8.666666666666666,5,14,13.4,0,19,5.8,2,11,0,0,0,0,1,1,0,0,1,0,0,0,12,1.25,3.0,1.0,0.6614378277661477,0.0,0.3157894736842105,0.3157894736842105,0.3684210526315789,-8,1
7,0,3,2,3,5,9.571428571428571,0,19,-1.0,-1,-1,10.0,7,13,7.0,6,8,11.333333333333334,9,14,9.0,2,18,1,0,0,0,0,1,0,0,1,1,0,0,10,1.1111111111111112,2.0,1.0,0.3142696805273545,0.05263157894736842,0.2631578947368421,0.2631578947368421,0.42105263157894735,-6,2
5,2,4,3,3,3,8.2,4,16,11.0,9,13,14.25,11,19,2.0,1,3,8.333333333333334,0,18,13.0,8,17,1,0,1,1,0,0,0,1,0,0,1,1,8,1.3333333333333333,3.0,1.0,0.699205898780101,0.15789473684210525,0.21052631578947367,0.21052631578947367,0.42105263157894735,-6,2
1,6,2,3,6,2,2.0,2,2,11.833333333333334,1,19,4.5,3,6,12.666666666666666,8,16,8.833333333333334,0,15,8.5,7,10,0,1,0,0,1,0,0,1,0,0,1,0,7,1.1764705882352942,3.0,1.0,0.5128116404165498,0.15789473684210525,0.15789473684210525,0.21052631578947367,0.47368421052631576,-6,2
3,6,7,3,1,0,11.333333333333334,7,18,9.833333333333334,3,19,10.142857142857142,0,17,4.0,1,6,14.0,14,14,-1.0,-1,-1,0,2,2,1,0,0,2,1,1,1,0,0,7,1.4285714285714286,3.0,1.0,0.6226998490772391,0.2631578947368421,0.15789473684210525,0.21052631578947367,0.3684210526315789,-2,1
2,3,4,4,3,4,14.5,12,17,12.666666666666666,10,15,11.25,7,18,4.0,1,8,11.666666666666666,0,19,6.75,3,14,0,0,0,1,0,1,1,0,1,1,0,0,8,1.1111111111111112,2.0,1.0,0.3142696805273545,0.05263157894736842,0.21052631578947367,0.21052631578947367,0.5263157894736842,-10,1
2,2,1,2,10,3,2.5,1,4,11.5,5,18,8.0,8,8,16.0,15,17,10.5,0,19,5.666666666666667,2,12,0,0,0,0,3,1,1,0,0,0,1,1,6,1.3333333333333333,3.0,1.0,0.5962847939999438,0.05263157894736842,0.15789473684210525,0.15789473684210525,0.631578947368421,-12,1
3,3,1,5,2,6,15.0,13,18,9.0,1,19,15.0,15,15,5.4,2,10,14.0,12,16,8.0,0,17,1,0,0,1,0,1,1,0,0,0,1,1,7,1.25,3.0,1.0,0.5590169943749475,0.10526315789473684,0.15789473684210525,0.21052631578947367,0.5263157894736842,-8,2
5,1,6,5,1,2,10.0,2,17,16.0,16,16,9.5,3,18,6.6,0,19,10.0,10,10,12.0,11,13,1,0,1,2,0,0,0,1,2,0,1,0,8,1.3333333333333333,3.0,1.0,0.5962847939999438,0.10526315789473684,0.21052631578947367,0.21052631578947367,0.47368421052631576,-8,3
4,2,2,6,5,1,10.0,0,18,4.0,3,5,16.5,16,17,10.666666666666666,4,19,7.6,1,15,7.0,7,7,0,0,1,1,2,0,0,0,0,0,1,0,11,1.25,2.0,1.0,0.4330127018922193,0.0,0.3157894736842105,0.2631578947368421,0.42105263157894735,-8,1
4,2,3,5,3,3,10.5,2,17,12.0,5,19,9.333333333333334,4,13,9.6,0,18,5.333333333333333,1,12,10.666666666666666,8,14,1,0,0,0,0,0,0,0,0,0,0,0,9,1.0526315789473684,2.0,1.0,0.22329687826943606,0.05263157894736842,0.21052631578947367,0.2631578947368421,0.47368421052631576,-8,2
3,6,5,1,0,5,4.666666666666667,0,10,10.333333333333334,3,18,7.6,1,15,19.0,19,19,-1.0,-1,-1,11.4,7,17,0,1,2,0,0,2,2,1,0,0,0,0,7,1.5384615384615385,3.0,1.0,0.7457969011409736,0.2631578947368421,0.21052631578947367,0.15789473684210525,0.3684210526315789,-2,1
4,3,4,1,3,5,14.75,8,18,13.333333333333334,10,19,6.0,2,15,1.0,1,1,8.333333333333334,6,12,8.2,0,14,1,1,1,0,1,1,1,0,0,1,1,1,5,1.5384615384615385,3.0,1.0,0.7457969011409736,0.21052631578947367,0.10526315789473684,0.15789473684210525,0.5263157894736842,-6,3
1,4,0,4,5,6,1.0,1,1,15.25,13,18,-1.0,-1,-1,8.25,5,11,10.4,3,19,7.166666666666667,0,15,0,1,0,1,1,0,0,0,0,0,0,2,8,1.1764705882352942,2.0,1.0,0.3812200410828153,0.05263157894736842,0.21052631578947367,0.21052631578947367,0.5263157894736842,-10,2
4,2,2,4,4,4,10.25,2,16,15.0,12,18,8.5,0,17,8.0,1,14,7.25,3,15,10.25,5,19,0,0,0,1,1,1,0,1,1,0,1,1,10,1.1764705882352942,2.0,1.0,0.3812200410828153,0.05263157894736842,0.2631578947368421,0.2631578947368421,0.42105263157894735,-8,1
3,5,0,2,3,7,12.0,8,18,7.2,0,14,-1.0,-1,-1,14.5,12,17,9.666666666666666,4,16,8.571428571428571,1,19,0,1,0,0,0,1,0,0,0,0,1,1,13,1.1111111111111112,2.0,1.0,0.3142696805273545,0.05263157894736842,0.3684210526315789,0.3157894736842105,0.2631578947368421,-4,1
3,6,5,1,5,0,12.333333333333334,8,15,9.0,3,19,11.6,6,18,2.0,2,2,7.8,0,17,-1.0,-1,-1,1,1,1,0,2,0,1,1,0,0,0,0,7,1.4285714285714286,3.0,1.0,0.6226998490772391,0.2631578947368421,0.15789473684210525,0.21052631578947367,0.3684210526315789,-2,3
4,3,2,5,5,1,12.25,6,17,16.0,11,19,5.5,3,8,9.8,1,16,6.2,0,13,2.0,2,2,0,1,0,1,1,0,1,1,0,1,0,0,7,1.1764705882352942,2.0,1.0,0.3812200410828153,0.15789473684210525,0.15789473684210525,0.21052631578947367,0.47368421052631576,-6,1
4,2,5,2,1,6,15.0,12,19,6.5,2,11,9.0,1,18,7.0,6,8,0.0,0,0,9.666666666666666,4,17,1,0,0,0,0,2,0,1,1,1,0,0,7,1.1764705882352942,2.0,1.0,0.3812200410828153,0.10526315789473684,0.15789473684210525,0.21052631578947367,0.5263157894736842,-8,1
5,3,1,1,5,5,11.2,1,19,7.333333333333333,3,10,18.0,18,18,7.0,7,7,12.4,8,16,5.0,0,14,0,1,0,0,2,1,0,0,0,0,0,1,13,1.25,2.0,1.0,0.4330127018922193,0.05263157894736842,0.3157894736842105,0.3684210526315789,0.2631578947368421,-4,1
3,4,3,4,4,2,12.0,7,17,13.5,6,19,10.666666666666666,9,13,5.25,2,11,5.75,0,18,12.0,8,16,0,1,1,1,1,0,0,1,1,0,0,0,9,1.25,2.0,1.0,0.4330127018922193,0.10526315789473684,0.21052631578947367,0.2631578947368421,0.42105263157894735,-6,2
4,4,4,5,0,3,5.25,0,14,15.0,9,19,11.25,4,18,8.4,3,16,-1.0,-1,-1,7.333333333333333,2,13,1,0,1,0,0,0,1,0,1,2,0,0,10,1.1111111111111112,2.0,1.0,0.3142696805273545,0.10526315789473684,0.2631578947368421,0.2631578947368421,0.3684210526315789,-4,2
4,2,7,2,5,0,9.5,1,17,5.0,3,7,8.857142857142858,2,14,9.0,0,18,12.4,6,19,-1.0,-1,-1,0,0,2,0,0,0,0,0,0,0,0,0,12,1.1111111111111112,2.0,1.0,0.3142696805273545,0.0,0.3157894736842105,0.3157894736842105,0.3684210526315789,-8,2
3,3,3,4,3,4,8.333333333333334,4,14,11.666666666666666,6,17,7.0,0,11,11.0,3,19,5.0,2,8,12.5,1,18,0,0,1,0,0,1,0,1,0,1,0,1,10,1.1111111111111112,2.0,1.0,0.3142696805273545,0.05263157894736842,0.2631578947368421,0.2631578947368421,0.42105263157894735,-8,2
2,2,2,5,4,5,16.0,15,17,16.0,14,18,11.0,3,19,5.0,0,11,6.0,2,9,11.0,4,16,0,0,0,2,1,1,1,1,0,0,1,1,4,1.25,2.0,1.0,0.4330127018922193,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.6842105263157895,-12,2
3,2,6,3,5,1,8.666666666666666,0,14,14.0,13,15,7.5,1,16,7.333333333333333,3,10,10.2,2,19,18.0,18,18,0,0,1,1,1,0,2,1,1,2,1,1,3,1.1764705882352942,2.0,1.0,0.3812200410828153,0.15789473684210525,0.10526315789473684,0.05263157894736842,0.6842105263157895,-10,1
5,3,2,4,3,3,11.4,7,18,11.0,6,16,16.0,15,17,7.25,0,14,9.666666666666666,2,19,3.3333333333333335,1,5,1,0,0,0,0,1,1,1,0,1,0,1,10,1.1111111111111112,2.0,1.0,0.3142696805273545,0.15789473684210525,0.2631578947368421,0.2631578947368421,0.3157894736842105,-4,1
6,6,2,3,2,1,7.833333333333333,0,14,11.0,2,18,14.5,10,19,4.333333333333333,1,7,15.5,15,16,4.0,4,4,2,2,0,0,1,0,0,2,0,0,0,0,11,1.3333333333333333,2.0,1.0,0.47140452079103173,0.3157894736842105,0.3157894736842105,0.2631578947368421,0.10526315789473684,4,2
5,5,2,3,1,4,10.4,0,18,9.0,2,16,16.0,13,19,5.666666666666667,1,9,17.0,17,17,6.75,4,12,0,1,0,0,0,1,1,2,0,0,0,0,11,1.1764705882352942,3.0,1.0,0.5128116404165498,0.21052631578947367,0.3157894736842105,0.2631578947368421,0.21052631578947367,0,2
2,5,3,1,5,4,7.5,0,15,5.4,2,10,5.666666666666667,1,12,18.0,18,18,14.2,8,19,10.5,6,16,0,1,0,0,1,0,0,0,0,0,1,1,11,1.1111111111111112,2.0,1.0,0.3142696805273545,0.05263157894736842,0.3157894736842105,0.2631578947368421,0.3684210526315789,-6,1
4,5,4,1,2,4,11.25,4,17,11.6,1,19,9.25,2,16,0.0,0,0,5.0,3,7,10.0,5,13,0,1,0,0,0,1,1,1,0,0,0,0,11,1.1111111111111112,2.0,1.0,0.3142696805273545,0.15789473684210525,0.2631578947368421,0.3157894736842105,0.2631578947368421,-2,1
3,9,3,2,2,1,16.0,12,19,6.888888888888889,0,16,7.666666666666667,2,14,5.5,1,10,15.5,13,18,15.0,15,15,0,3,0,0,0,0,0,2,0,1,0,0,10,1.25,4.0,1.0,0.75,0.3157894736842105,0.2631578947368421,0.2631578947368421,0.15789473684210525,4,4
6,2,5,2,4,1,10.333333333333334,0,17,8.0,7,9,5.4,1,11,11.0,6,16,11.25,4,19,18.0,18,18,1,0,2,0,0,0,0,0,0,0,0,1,13,1.25,3.0,1.0,0.5590169943749475,0.05263157894736842,0.3684210526315789,0.3157894736842105,0.2631578947368421,-4,1
2,3,6,1,5,3,12.0,7,17,3.3333333333333335,0,6,12.0,1,19,2.0,2,2,9.8,5,14,11.0,3,18,0,0,1,0,1,0,0,1,1,0,1,0,7,1.1764705882352942,3.0,1.0,0.5128116404165498,0.05263157894736842,0.21052631578947367,0.15789473684210525,0.5789473684210527,-10,2
5,2,5,2,3,3,5.8,0,16,8.0,2,14,14.2,8,19,13.0,11,15,7.0,1,13,9.0,5,12,1,0,2,0,0,0,0,1,0,0,0,1,9,1.25,3.0,1.0,0.5590169943749475,0.10526315789473684,0.2631578947368421,0.21052631578947367,0.42105263157894735,-6,1
4,4,3,6,0,3,13.0,7,18,7.75,4,12,9.0,0,19,11.666666666666666,1,16,-1.0,-1,-1,3.3333333333333335,2,5,1,0,0,2,0,1,0,2,1,0,0,0,10,1.3333333333333333,4.0,1.0,0.7888106377466155,0.15789473684210525,0.2631578947368421,0.2631578947368421,0.3157894736842105,-4,1
6,2,2,4,1,5,9.5,0,17,1.5,1,2,10.5,9,12,13.0,7,19,13.0,13,13,8.8,3,16,1,1,0,2,0,1,1,0,0,1,1,0,9,1.3333333333333333,2.0,1.0,0.47140452079103173,0.15789473684210525,0.2631578947368421,0.21052631578947367,0.3684210526315789,-4,1
2,2,5,2,3,6,11.0,9,13,12.5,7,18,7.8,1,14,11.0,3,19,11.666666666666666,8,16,7.833333333333333,0,17,0,0,1,0,0,1,0,0,1,0,1,1,8,1.1764705882352942,3.0,1.0,0.5128116404165498,0.0,0.21052631578947367,0.21052631578947367,0.5789473684210527,-12,2
2,2,6,5,2,3,8.0,2,14,12.0,11,13,10.833333333333334,3,18,12.2,5,19,7.5,6,9,3.0,0,8,0,0,2,0,0,1,0,1,2,1,0,1,6,1.25,3.0,1.0,0.5590169943749475,0.05263157894736842,0.15789473684210525,0.15789473684210525,0.631578947368421,-12,1
3,4,5,4,2,2,7.333333333333333,0,14,12.75,1,18,10.8,4,19,9.0,3,12,10.0,7,13,3.5,2,5,0,1,0,1,0,0,2,0,1,1,0,0,7,1.1764705882352942,3.0,1.0,0.5128116404165498,0.15789473684210525,0.21052631578947367,0.15789473684210525,0.47368421052631576,-6,1
2,4,2,2,6,4,5.5,3,8,11.75,6,17,12.5,7,18,2.5,0,5,11.666666666666666,2,19,8.0,1,16,0,0,0,0,1,0,1,0,0,0,1,2,10,1.1111111111111112,3.0,1.0,0.4581228472908512,0.05263157894736842,0.2631578947368421,0.2631578947368421,0.42105263157894735,-8,2
3,2,3,6,3,3,5.666666666666667,4,8,8.5,7,10,6.0,1,11,9.0,0,18,16.333333333333332,14,19,11.666666666666666,3,17,1,0,0,1,0,0,0,1,2,1,2,1,6,1.1111111111111112,2.0,1.0,0.3142696805273545,0.10526315789473684,0.15789473684210525,0.15789473684210525,0.5789473684210527,-10,1
6,3,3,2,4,2,10.833333333333334,4,17,9.333333333333334,2,15,4.0,1,6,8.0,3,13,12.75,8,19,9.0,0,18,1,0,1,0,0,0,0,2,0,0,0,1,12,1.1111111111111112,2.0,1.0,0.3142696805273545,0.15789473684210525,0.3157894736842105,0.3157894736842105,0.21052631578947367,-2,2
4,3,2,4,3,4,8.25,2,12,9.666666666666666,1,17,9.5,6,13,3.5,0,7,14.0,8,19,13.25,5,18,1,0,0,1,0,0,1,2,1,0,1,2,6,1.1111111111111112,2.0,1.0,0.3142696805273545,0.21052631578947367,0.15789473684210525,0.15789473684210525,0.47368421052631576,-6,2
2,5,5,4,3,1,9.0,8,10,9.8,4,15,11.6,1,19,9.75,0,18,7.666666666666667,2,14,3.0,3,3,0,0,0,0,0,0,1,0,1,3,1,0,12,1.0,1.0,1.0,0.0,0.05263157894736842,0.3157894736842105,0.3157894736842105,0.3157894736842105,-6,1
3,5,2,3,4,3,14.0,13,15,9.6,0,17,4.0,3,5,10.666666666666666,6,19,5.0,1,9,13.333333333333334,10,18,1,1,0,1,2,0,1,0,1,0,1,0,7,1.4285714285714286,3.0,1.0,0.6226998490772391,0.21052631578947367,0.21052631578947367,0.15789473684210525,0.42105263157894735,-4,3
3,2,6,3,1,5,11.666666666666666,9,14,14.0,10,18,5.5,0,13,13.0,4,19,8.0,8,8,9.4,1,17,0,0,1,0,0,0,1,0,0,1,0,0,8,1.1111111111111112,3.0,1.0,0.4581228472908512,0.05263157894736842,0.21052631578947367,0.21052631578947367,0.5263157894736842,-10,2
4,2,2,7,3,2,13.5,8,18,9.5,3,16,10.5,6,15,6.714285714285714,0,19,10.333333333333334,7,14,9.0,5,13,1,0,0,1,0,0,0,1,0,0,0,1,8,1.1764705882352942,3.0,1.0,0.5128116404165498,0.10526315789473684,0.21052631578947367,0.21052631578947367,0.47368421052631576,-8,1
2,2,6,3,4,3,7.5,1,14,17.0,16,18,5.666666666666667,0,11,13.0,9,17,8.5,2,19,11.333333333333334,7,15,0,0,2,0,0,0,0,0,0,1,0,1,8,1.1111111111111112,2.0,1.0,0.3142696805273545,0.0,0.21052631578947367,0.21052631578947367,0.5789473684210527,-12,1
5,3,2,5,2,3,7.6,0,16,11.0,2,18,14.5,12,17,9.0,3,19,4.5,1,8,12.0,7,15,1,0,0,2,0,1,0,0,0,0,0,1,13,1.25,2.0,1.0,0.4330127018922193,0.05263157894736842,0.3684210526315789,0.3157894736842105,0.2631578947368421,-4,3
5,4,2,1,4,4,7.4,1,12,6.0,0,18,4.0,3,5,8.0,8,8,13.75,10,17,14.5,9,19,2,0,0,0,0,0,1,1,0,0,2,3,9,1.1111111111111112,2.0,1.0,0.3142696805273545,0.21052631578947367,0.2631578947368421,0.21052631578947367,0.3157894736842105,-2,1
5,6,4,1,0,4,12.2,7,15,10.833333333333334,1,19,7.75,3,17,8.0,8,8,-1.0,-1,-1,6.25,0,11,2,2,1,0,0,1,1,0,0,0,0,0,9,1.5384615384615385,4.0,1.0,0.8426500884694864,0.3157894736842105,0.21052631578947367,0.2631578947368421,0.21052631578947367,2,1
6,5,3,3,2,1,7.833333333333333,2,14,13.6,8,19,5.0,0,12,10.333333333333334,1,17,11.5,5,18,6.0,6,6,0,1,0,0,0,0,3,2,2,0,1,0,9,1.0526315789473684,2.0,1.0,0.22329687826943603,0.3157894736842105,0.21052631578947367,0.2631578947368421,0.21052631578947367,2,2
0,4,4,2,4,6,-1.0,-1,-1,6.25,1,16,7.25,0,13,16.0,14,18,9.75,3,17,10.833333333333334,7,19,0,1,0,0,1,2,0,0,1,0,0,0,6,1.3333333333333333,4.0,1.0,0.7888106377466154,0.05263157894736842,0.15789473684210525,0.15789473684210525,0.631578947368421,-12,1
2,4,6,1,4,3,16.5,16,17,10.5,1,15,8.833333333333334,5,13,19.0,19,19,9.0,2,18,2.3333333333333335,0,4,1,1,2,0,0,1,0,1,0,0,1,0,6,1.3333333333333333,2.0,1.0,0.47140452079103173,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.5263157894736842,-8,1
2,2,9,3,1,3,14.0,12,16,14.5,14,15,9.88888888888889,1,19,5.333333333333333,3,9,17.0,17,17,3.6666666666666665,0,6,0,1,4,1,0,1,0,1,2,1,0,0,4,1.5384615384615385,2.0,1.0,0.498518515262143,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.6842105263157895,-12,1
0,3,5,5,2,5,-1.0,-1,-1,9.333333333333334,0,18,12.2,3,19,10.8,5,16,8.0,1,15,6.2,2,11,0,0,0,0,0,0,0,0,1,2,1,0,5,1.0,1.0,1.0,0.0,0.0,0.15789473684210525,0.10526315789473684,0.7368421052631579,-14,1
4,7,2,2,0,5,15.25,13,19,9.142857142857142,0,18,9.0,6,12,4.5,1,8,-1.0,-1,-1,7.6,2,16,1,2,0,0,0,1,0,1,0,0,0,0,10,1.3333333333333333,3.0,1.0,0.5962847939999438,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.21052631578947367,2,3
4,6,5,4,0,1,10.5,2,18,8.833333333333334,1,19,10.0,5,15,11.25,3,17,-1.0,-1,-1,0.0,0,0,0,0,1,1,0,0,1,2,1,0,0,0,13,1.1111111111111112,2.0,1.0,0.3142696805273545,0.15789473684210525,0.3157894736842105,0.3684210526315789,0.15789473684210525,0,2
4,0,2,4,4,6,8.75,3,17,-1.0,-1,-1,2.5,1,4,9.5,2,15,13.0,5,19,10.0,0,16,0,0,0,0,1,1,0,0,1,0,1,0,8,1.1111111111111112,2.0,1.0,0.3142696805273545,0.0,0.21052631578947367,0.21052631578947367,0.5789473684210527,-12,2
2,7,1,4,3,3,11.5,7,16,10.714285714285714,1,19,0.0,0,0,13.0,9,18,6.666666666666667,2,14,6.666666666666667,3,12,0,0,0,1,0,0,2,1,0,0,2,1,11,1.0526315789473684,2.0,1.0,0.22329687826943603,0.15789473684210525,0.2631578947368421,0.3157894736842105,0.2631578947368421,-2,3
2,2,4,6,5,1,7.5,7,8,10.5,2,19,10.25,1,16,9.0,0,18,10.8,3,17,5.0,5,5,1,0,1,0,1,0,0,0,0,2,0,0,5,1.1764705882352942,2.0,1.0,0.3812200410828153,0.05263157894736842,0.10526315789473684,0.15789473684210525,0.6842105263157895,-12,3
0,4,6,4,2,4,-1.0,-1,-1,8.0,0,16,13.333333333333334,4,19,9.25,3,15,11.5,6,17,4.5,1,10,0,0,2,0,0,1,0,0,1,2,0,1,7,1.25,3.0,1.0,0.5590169943749475,0.0,0.21052631578947367,0.15789473684210525,0.631578947368421,-12,2
2,2,2,3,7,4,13.5,11,16,8.5,2,15,11.0,5,17,7.666666666666667,4,13,9.857142857142858,0,19,8.0,1,18,0,0,0,0,1,0,0,1,1,1,2,1,6,1.1111111111111112,3.0,1.0,0.4581228472908512,0.05263157894736842,0.15789473684210525,0.15789473684210525,0.631578947368421,-12,2
4,2,3,2,5,4,9.5,1,19,15.0,14,16,9.333333333333334,5,17,6.0,0,12,8.4,4,11,10.0,2,18,0,0,1,0,2,0,1,1,0,0,0,1,7,1.25,4.0,1.0,0.75,0.10526315789473684,0.15789473684210525,0.21052631578947367,0.5263157894736842,-8,3
4,5,1,5,2,3,11.5,3,16,8.0,5,12,11.0,11,11,12.0,2,19,4.0,0,8,8.333333333333334,1,15,1,1,0,1,0,0,0,1,0,0,2,0,10,1.3333333333333333,3.0,1.0,0.6992058987801011,0.21052631578947367,0.2631578947368421,0.2631578947368421,0.2631578947368421,-2,1
3,5,2,5,3,2,10.666666666666666,5,15,13.4,6,19,4.0,1,7,10.4,0,17,6.333333333333333,2,14,6.0,4,8,0,1,0,2,1,0,2,1,0,1,1,0,7,1.25,2.0,1.0,0.4330127018922193,0.21052631578947367,0.15789473684210525,0.21052631578947367,0.42105263157894735,-4,3
4,8,2,2,1,3,10.25,0,17,9.375,3,18,8.0,1,15,9.0,2,16,7.0,7,7,11.0,5,19,0,1,0,0,0,0,3,2,2,0,0,0,11,1.0526315789473684,2.0,1.0,0.22329687826943603,0.3157894736842105,0.3157894736842105,0.2631578947368421,0.10526315789473684,4,2
3,3,3,1,4,6,7.666666666666667,0,16,8.0,3,13,6.666666666666667,2,12,14.0,14,14,17.25,15,19,6.666666666666667,1,11,0,0,0,0,1,2,1,0,0,0,0,0,9,1.3333333333333333,3.0,1.0,0.699205898780101,0.05263157894736842,0.2631578947368421,0.21052631578947367,0.47368421052631576,-8,2
